Year,Film,AA,CC.BP,DGA,PGA.BP,B.BD,B.BP,CC.BD,GG.SP,GG.BP.D
2012(85th Annual Awards),Act of Valor,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),After the Wizard,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Alex Cross,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),American Reunion,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Amour,1,0,0,0,1,0,0,0,0
2012(85th Annual Awards),Anna Karenina,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Any Day Now,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Apparition,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Arbitrage,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Argo,1,1,1,1,1,1,1,1,1
2012(85th Annual Awards),Atlas Shrugged Part II,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Barbara,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Barrymore,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Battleship,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Bay,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Beasts of the Southern Wild,0,1,0,1,0,0,0,0,0
2012(85th Annual Awards),Being Flynn,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Bernie,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Best Exotic Marigold Hotel,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Big Miracle,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Blue Collar Boys,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Blue Like Jazz,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Bonsai,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Bourne Legacy,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Branded,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Brave,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Brooklyn Brothers Beat the Best,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Butter,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Cabin in the Woods,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),California Solo,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Campaign,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Carmen G,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Casa de Mi Padre,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Celeste and Jesse Forever,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Chasing Mavericks,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Chernobyl Diaries,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Chicken with Plums,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Children Who Chase Lost Voices,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Chronicle,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Cloud Atlas,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Cold Light of Day,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Compliance,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Contraband,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Crazy Eyes,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Crooked Arrows,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Crossroad,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Damsels in Distress,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Dark Knight Rises,0,0,1,0,0,0,1,0,0
2012(85th Annual Awards),Dark Shadows,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Darling Companion,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Deadfall,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Deep Blue Sea,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Delhi Safari,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Detachment,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Details,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Devil Inside,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Diary of a Wimpy Kid Dog Days,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Dictator,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Django Unchained,1,1,0,1,1,0,0,1,1
2012(85th Annual Awards),Dr. Seuss’ The Lorax,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Downtown Express,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Dredd 3D,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),End of Watch,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Expendables 2,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Eye of the Storm,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),"Farewell, My Queen",0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The First Time,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Five-Year Engagement,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Flight,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),"For a Good Time, Call . . .",0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),For Greater Glory: The True Story of Cristiada,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),For the Love of Money,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Francine,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Frankenweenie,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Friends with Kids,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),From up on Poppy Hill,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Fun Size,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Ghost Rider Spirit of Vengeance,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Ginger & Rosa,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Girl in Progress,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Gone,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Good Doctor,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Grey,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Guilt Trip,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Halloween Party,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Haywire,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Here,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Here Comes the Boom,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hidden Moon,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hit & Run,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hitchcock,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Hobbit: An Unexpected Journey,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Holy Motors,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Home Minister,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hope Springs,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hotel Transylvania,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hou de Jarasa Ushir,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),House at the End of the Street,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Hunger Games,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hyde Park on Hudson,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Hysteria,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Ice Age Continental Drift,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Impossible,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),In the Family,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Intouchables,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Jack Reacher,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),"Jeff, Who Lives at Home",0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),John Carter,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Joyful Noise,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Just 45 Minutes from Broadway,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Keep the Lights On,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Killer Joe,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Killing Them Softly,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),A Late Quartet,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Lawless,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Lay the Favorite,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Least Among Saints,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),A Liar’s Autobiography: The Untrue Story of Monty Python’s Graham Chapman,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Life of Pi,1,1,1,1,1,1,1,0,1
2012(85th Annual Awards),Lincoln,1,1,1,1,0,1,1,1,1
2012(85th Annual Awards),Little Birds,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Lola Versus,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Loneliest Planet,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Looper,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Losing Control,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Lucky One,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Luv,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Madagascar 3: Europe’s Most Wanted,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Magic Mike,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Magic of Belle Isle,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Man on a Ledge,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Man with the Iron Fists,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Marvel’s The Avengers,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Master,0,1,0,0,0,0,0,0,0
2012(85th Annual Awards),Men in Black 3,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Middle of Nowhere,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Mighty Fine,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Mirror Mirror,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Moonrise Kingdom,0,1,0,1,0,0,0,0,0
2012(85th Annual Awards),The Mystical Laws,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Nobody Walks,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),North Sea Texas,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Not Fade Away,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Odd Life of Timothy Green,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),On the Road,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),One for the Money,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Oranges,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),"Oslo, August 31st",0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Painting,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Paperboy,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Paranormal Activity 4,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),ParaNorman,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Pardon,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Parental Guidance,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),People Like Us,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Perks of Being a Wallflower,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Pitch Perfect,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Possession,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Premium Rush,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Project X,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Prometheus,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Promised Land,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Quartet,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Rabbi’s Cat,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Raven,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Red Tails,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Resident Evil: Retribution,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Return,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Rise of the Guardians,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Robot & Frank,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Rock of Ages,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),A Royal Affair,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Ruby Sparks,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Rust and Bone,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Safe,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Safe House,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Safety Not Guaranteed,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Saint Dracula,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Les Misérables,1,1,1,0,0,1,1,0,0
2012(85th Annual Awards),Salmon Fishing in the Yemen,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Savages,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Scrooge & Marley,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Secret of the Wings,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Seeking a Friend for the End of the World,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Sessions,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Seven Psychopaths,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),17 Girls,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Silver Linings Playbook,1,1,0,1,0,0,1,1,0
2012(85th Annual Awards),Sinister,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Sister,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Skyfall,0,0,0,1,0,0,0,0,0
2012(85th Annual Awards),Sleepwalk with Me,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Smashed,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Snitch Cartel,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Snow White and the Huntsman,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Sparkle,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Stand up Guys,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Starlet,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Struck by Lightning,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Take This Waltz,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Taken 2,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Ted,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),10 Years,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Thin Ice,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Think Like a Man,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),30 Beats,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),This Is 40,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),This Means War,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),This Must Be the Place,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),A Thousand Words,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),360,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Three Stooges,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),To Rome with Love,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Total Recall,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Trouble with the Curve,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),21 Jump Street,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Twilight Saga: Breaking Dawn Part 2,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),2 Days in New York,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Tyler Perry’s Good Deeds,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Tyler Perry’s Madea’s Witness Protection,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Underworld Awakening,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Union Square,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Vow,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),War of the Buttons,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),War of the Worlds the True Story,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Watch,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),What to Expect When You’re Expecting,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Where Do We Go Now?,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Won’t Back Down,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),The Words,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Wrath of the Titans,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Wreck-It Ralph,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Your Sister’s Sister,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Zarafa,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Zero Dark Thirty,1,1,1,1,1,1,1,1,1
2011(84th Annual Awards),Abduction,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Adjustment Bureau,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Adventures of Tintin,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Albert Nobbs,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Alois Nebel,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Anonymous,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Another Earth,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Another Happy Day,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Answers to Nothing,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Apollo 18,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Arrugas (Wrinkles),0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Art of Getting By,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Arthur,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Arthur Christmas,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Artist,1,1,1,1,1,1,1,1,0
2011(84th Annual Awards),Atlas Shrugged Part 1,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Attack the Block,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Bad Teacher,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Battle: Los Angeles,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Beastly,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Beautiful Boy,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Beaver,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Beginners,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Better Life,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Big Year,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Blackthorn,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Bridesmaids,0,0,0,1,0,0,0,0,0
2011(84th Annual Awards),Brighton Rock,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Bucky Larson Born to Be a Star,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Captain America: The First Avenger,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Carancho,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Carnage,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Cars 2,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Cat in Paris,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Cedar Rapids,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Certfied Copy,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Change-Up,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Chico & Rita,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Circumstance,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Colombiana,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Conan the Barbarian,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Conquest,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Conspirator,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Contagion,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Coriolanus,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Courageous,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Cowboys & Aliens,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),"Crazy, Stupid, Love",0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Dam999,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Dangerous Method,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Darkest Hour,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Daydream Nation,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Debt,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Descendants,1,1,1,1,0,0,1,1,1
2011(84th Annual Awards),The Devil’s Double,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Diary of a Wimpy Kid: Rodrick Rules,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Dilemma,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Dirty Girl,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Dolphin Tale,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Don’t Be Afraid of the Dark,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Dream House,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Drive,0,1,0,0,1,1,1,0,0
2011(84th Annual Awards),Drive Angry,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Eagle,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Elektra Luxx,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Everything Must Go,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Extremely Loud & Incredibly Close,1,1,0,0,0,0,1,0,0
2011(84th Annual Awards),Fast Five,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),50/50,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Final Destination 5,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The First Grader,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Flowers of War,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Fly Away,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Footloose,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Friends with Benefits,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Fright Night,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Future,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Girl with the Dragon Tattoo,0,0,0,1,0,0,0,0,0
2011(84th Annual Awards),Gnomeo & Juliet,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),A Good Old Fashioned Orgy,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Grace Card,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Green Hornet,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Green Lantern,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Guard,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Hall Pass,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Hangover Part II,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Hanna,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Happy Feet Two,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Happythankyoumoreplease,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Harry Potter and the Deathly Hallows Part 2,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Help,1,1,0,1,0,1,0,0,1
2011(84th Annual Awards),Higher Ground,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Hitler’s Grave,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Hoodwinked Too! Hood vs. Evil,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Horrible Bosses,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Hugo,1,1,1,1,1,0,1,0,1
2011(84th Annual Awards),I Am Number Four,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),I Don’t Know How She Does It,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),I Melt with You,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Ides of March,0,0,0,1,0,0,0,1,1
2011(84th Annual Awards),Immortals,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),In Darkness,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),In the Land of Blood and Honey,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),In Time,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Insidious,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Iron Lady,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),J. Edgar,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Jack and Jill,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Jane Eyre,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Judy Moody and the Not Bummer Summer,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Jumping the Broom,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Just Go with It,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Kill the Irishman,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Kung Fu Panda 2,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Lady,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Larry Crowne,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Le Havre,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),"Life, Above All",0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Like Crazy,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Limitless,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Lincoln Lawyer,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Machine Gun Preacher,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Margaret,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Margin Call,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Mars Needs Moms,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Martha Marcy May Marlene,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),The Mechanic,0,0,0,0,0,0,0,0,0
2011(84th Annual Awards),Meek’s Cutoff,0,0,0,0,0,0,0,0,0
